Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,Are you currently employed?,What is the size of your current employer?,"Do you own and use a smartphone, such as Apple iPhone, Samsung Galaxie, Google phone, etc?","Overall, I am satisfied working in the organization I'm in.",This organization is a better place to work than other organizations that I've had experience with,Functions of my job that once engaged me no longer do so,I am satisfied on the professional path I am on,I perceive co-workers to be more fulfilled in their jobs than I am.,I feel depressed while at work,"If you identify as strongly agree or agree to question 9, is your depression due to factors in your personal life, professional life, or both.",I am likely to search for new opportunities of employement,"If Strongly Agree or Agree to the question above, what is your general timeline when thinking about your job search?",My time at work brings me personal satisfaction,I go above and beyond what is expected of me at work,I utilize my time at work efficiently,At times I feel fatigued and drowsy at work,"If you answered always, sometimes, or rarely to the question above, would you attribute your fatigue to any or all of the following:",At times I feel lonely,"If you answered always, sometimes, or rarely to the question above, please think about your experience with social media and click all that apply: ",X29,X30,X31,X32,X33,I find it difficult to concentrate on tasks for sustained amounts of time,I complete my tasks on time,"Compared to my peers, I feel I am less efficient at work",I receive positive feedback on the quality of my work,I feel motivated to do my job to the best of my ability,I think others have a better life than me,I feel I have depressive tendencies,"I suffer from poor sleep - either too much, too little, or irregular sleeping patterns","On a scale of 1 - 5, please rate your level of stress","If High Stress or Extremely High Stress, select all of the following symptoms that you experience",X44,X45,X46,X47,X48,X49,X50,X51,X52,I feel lonely,"On average, how many cumulative hours per day do you spend on your mobile device?",Social Media usage makes me feel less lonely,"People check their phones multiple times a day. During your 8 hour workday, please estimate the total time spent on your mobile device on tasks unrelated to work?","Apart from sleep, please estimate in total the number of hours you consciously choose NOT to use your smartphone. For example, personal care time, exercise, prayer/meditation, at work, cooking/eating, etc",I feel a constant need to check my smartphone,I want to limit my smartphone usage,"In general, how much do you feel your smartphone is a distraction while you are trying to concentrate?",My day-to-day smartphone usage enhances the quality of my life,When thinking about days off work (not related to vacation or the care of others) please estimate the number of days missed due to your health and wellness issues?,What is your gender?,What is the highest level of school you have completed or the highest degree you have received?,"In what year were you born? (enter 4-digit birth year; for example, 1976)",About how long have you been in your current position?,X67,Age,Gender,Household Income,Region,Device Type,Org_satisfaction,Better_org,still_engaged,professional_path_sat,coworkers_happier,Depressed_while_at_work,searching_new_employment,personal_satisfaction,go_above,use_time_efficient,fatigued,lonely,difficult_to_concentrate,efficiency_compared_to_peers,positive_feedback,motivated,other_better_lives,depressive_tendencies,bad_sleep,social_media_makes_lonely,feel_constant_need_to_look_at_phone,is_phone_distracting,phone_better_life,phone_at_work_time,stress_level,mobile_per_day,consciously_no_phone,house_income_midpoint
10789692185,237187931,06/11/2019 05:19:03 AM,06/11/2019 05:22:40 AM,ec741090de1b197e90afd39d05,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Agree,Strongly agree,Strongly agree,Never,Unsure / Do not know,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Never,Never,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,0-1 Hour,Strongly disagree,0-1 Hour,0-1 Hour,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,0,Male,Bachelor degree,1958,23,7,> 60,Male,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,5,5,3,5,3,1,1,4,5,5,1,1,1,1,5,5,3,1,1,1,1,1,3,0,1,0,0,87500
10789674424,237187931,06/11/2019 05:06:47 AM,06/11/2019 05:11:54 AM,5ab7df149479757c0e52515dc1,Yes,5000 +,Yes,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Personal Life,Neither agree nor disagree,Do not know,Agree,Agree,Agree,Always,Lack of exercise,Sometimes,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Agree,Usually,Disagree,Agree,Agree,Strongly agree,Sometimes,Always,High Stress,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,Lack of focus,NA,NA,Sometimes,3-4 Hours,Neither agree nor disagree,1-2 Hours,3-4 Hours,Disagree,Don't know / Not sure,Unsure,Neither agree nor disagree,0,Male,"High school degree or equivalent (e.g., GED)",1995,NA,5,18-29,Male,"$10,000-$24,999",New England,Android Phone / Tablet,4,5,3,4,3,4,3,4,4,4,4,3,4,2,4,4,5,3,4,3,2,NA,3,1,3,3,3,17500
10789647335,237187931,06/11/2019 04:47:38 AM,06/11/2019 04:52:50 AM,17e0c97c229765a2b4ae18d156,Yes,5000 +,Yes,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Personal Life,Neither agree nor disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Sometimes,Stress,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Disagree,Always,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Sometimes,Always,Extremely High Stress,Headache,NA,NA,Loss of sleep,Feelings of anxiety,Stomache Issues,Changes in appetite,NA,Other,NA,Sometimes,3-4 Hours,Neither agree nor disagree,0-1 Hour,4-5 Hours,Agree,Yes - I use it too much,Sometimes,Agree,1-3,Male,"High school degree or equivalent (e.g., GED)",1986,1,NA,30-44,Male,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,5,5,4,5,3,3,3,5,5,5,3,3,2,3,5,5,4,3,4,3,4,3,4,0,4,3,4,37500
10789566924,237187931,06/11/2019 03:52:15 AM,06/11/2019 03:59:34 AM,8e0fc8d5b7d4166483d2aba493,Yes,500-1000,Yes,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Both,Agree,Do not know,Strongly disagree,Neither agree nor disagree,Agree,Rarely,Sleep,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Strongly disagree,Usually,Strongly disagree,Agree,Neither agree nor disagree,Agree,Always,Always,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,5+ Hours,Disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,0,Male,"High school degree or equivalent (e.g., GED)",1983,6,5,30-44,Male,"$10,000-$24,999",Pacific,Windows Desktop / Laptop,2,3,3,1,4,4,4,1,3,4,2,3,1,1,4,3,4,4,4,2,1,1,4,0,2,5,5,17500
10789527844,237187931,06/11/2019 03:25:09 AM,06/11/2019 03:30:01 AM,19f91a478a226e2d0e5844f3fc,Yes,1000-5000,Yes,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Does not apply,Disagree,Does not apply,Agree,Agree,Agree,Sometimes,Sleep,Does not apply,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Agree,Agree,Neither agree nor disagree,Always,Sometimes,Moderate Stress,NA,NA,NA,NA,Feelings of anxiety,Stomache Issues,Changes in appetite,NA,NA,NA,Sometimes,2-3 Hours,Disagree,1-2 Hours,0-1 Hour,Neither agree nor disagree,Don't know / Not sure,Sometimes,Neither agree nor disagree,0,Male,Bachelor degree,1990,2,3,18-29,Male,"$100,000-$124,999",Middle Atlantic,iOS Phone / Tablet,4,3,3,4,2,2,2,4,4,4,3,3,2,2,4,4,3,4,3,2,3,3,3,1,2,2,0,112500
10789406138,237187931,06/11/2019 01:48:39 AM,06/11/2019 02:06:43 AM,9a4f3016bf23235aeeb90bd2b9,Yes,500-1000,Yes,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Both,Strongly agree,Does not apply,Disagree,Agree,Agree,Always,Stress,Does not apply,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Strongly disagree,Strongly agree,Agree,Strongly agree,Sometimes,Always,Extremely High Stress,Headache,Nausea,Backache,Loss of sleep,Feelings of anxiety,Stomache Issues,NA,NA,NA,NA,Never,0-1 Hour,Strongly disagree,0-1 Hour,5 + Hours,Strongly disagree,"Actually, I need to learn to use it more",Never,Neither agree nor disagree,1-3,Male,"High school degree or equivalent (e.g., GED)",1982,6,10,30-44,Male,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,2,4,4,3,3,5,5,2,4,4,4,1,1,1,5,4,5,3,4,1,1,1,3,0,4,0,5,87500
10789396490,237187931,06/11/2019 01:36:36 AM,06/11/2019 02:02:57 AM,320ca1d638f09ca5422e00aba8,Yes,5000 +,Yes,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Work Life,Strongly agree,Considering within next 6 months,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Always,Sleep,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Agree,Rarely,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Sometimes,Always,High Stress,NA,Nausea,NA,Loss of sleep,Feelings of anxiety,NA,NA,Lack of focus,NA,NA,Never,2-3 Hours,Neither agree nor disagree,0-1 Hour,3-4 Hours,Neither agree nor disagree,Yes - I use it too much,Sometimes,Neither agree nor disagree,0,Male,Bachelor degree,1995,1,NA,18-29,Male,"$25,000-$49,999",NA,Windows Desktop / Laptop,3,4,3,3,4,4,5,3,1,3,4,1,4,5,2,2,3,3,4,3,3,3,3,0,3,2,3,37500
10789388164,237187931,06/11/2019 01:32:03 AM,06/11/2019 01:40:06 AM,4e826693e3fafc7ca5f273f435,Yes,5000 +,Yes,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,NA,NA,NA,Neither agree nor disagree,Strongly agree,Strongly agree,Rarely,Sleep,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Strongly disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,0-1 Hour,Strongly disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Neither agree nor disagree,0,Male,Bachelor degree,1971,NA,NA,45-60,Male,Prefer not to answer,South Atlantic,Windows Desktop / Laptop,4,3,2,4,3,2,NA,3,5,5,2,2,1,1,2,4,4,3,3,1,1,1,3,0,2,0,5,NA
10789381896,237187931,06/11/2019 01:27:46 AM,06/11/2019 01:28:05 AM,632b31601ae63061003b37c6fb,No,Don't know,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-44,Male,"$50,000-$74,999",West South Central,iOS Phone / Tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500
10789368911,237187931,06/11/2019 01:16:11 AM,06/11/2019 01:18:03 AM,28175f6bbf795dc5ab7032fc6e,Yes,5000 +,Yes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Does not apply,Agree,Considering 6 months or beyond,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10789367376,237187931,06/11/2019 01:14:48 AM,06/11/2019 01:18:57 AM,a875d38f2dbbfde254c7a24555,Yes,Don't know,Yes,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Work Life,Neither agree nor disagree,Do not know,Agree,Strongly agree,Strongly agree,Sometimes,Lack of body movement while at work,Never,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,NA,NA,NA,NA,Neither agree nor disagree,Sometimes,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Sometimes,Sometimes,Moderate Stress,Headache,NA,NA,Loss of sleep,NA,Stomache Issues,NA,Lack of focus,NA,NA,Sometimes,3-4 Hours,Neither agree nor disagree,0-1 Hour,4-5 Hours,Neither agree nor disagree,Yes - I use it too much,Sometimes,Agree,3-5,Male,Some college but no degree,1970,4,10,45-60,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet,4,4,3,5,4,2,3,4,5,5,3,3,3,3,4,5,3,3,3,3,3,3,4,0,2,3,4,17500
10789359161,237187931,06/11/2019 01:06:45 AM,06/11/2019 01:17:18 AM,7f35ba6a795bfaefc0b439eb0b,Yes,100 people or less,Yes,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Does not apply,Disagree,Does not apply,Agree,Neither agree nor disagree,Agree,Sometimes,Unsure / Do not know,Rarely,Social media and texting help me feel more connected and less lonely,NA,Sometimes both,NA,NA,NA,Strongly disagree,Usually,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Rarely,Rarely,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely,1-2 Hours,Neither agree nor disagree,1-2 Hours,5 + Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Never,Agree,1-3,Male,Graduate degree,1954,12,NA,> 60,Male,"$200,000+",Mountain,Android Phone / Tablet,4,4,4,3,2,2,2,4,3,4,3,2,1,3,4,4,3,2,2,3,2,1,4,1,1,1,5,200000
10789337561,237187931,06/11/2019 12:24:30 AM,06/11/2019 12:52:57 AM,353f6cbff8807bed16941b904b,Yes,1000-5000,Yes,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Does not apply,Neither agree nor disagree,Does not apply,Agree,Agree,Agree,Sometimes,Sleep,Rarely,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Disagree,Agree,Agree,Neither agree nor disagree,Sometimes,Sometimes,High Stress,Headache,NA,Backache,NA,NA,NA,NA,Lack of focus,NA,NA,Rarely,1-2 Hours,Agree,1-2 Hours,0-1 Hour,Agree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,5-7,Male,Graduate degree,1972,18,8,45-60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop,4,3,2,4,3,2,3,4,4,4,3,2,2,2,4,4,3,3,3,4,4,3,4,1,3,1,0,NA
10789331265,237187931,06/11/2019 12:37:03 AM,06/11/2019 12:43:18 AM,9c8b07616677e90218769cc29f,Yes,100 people or less,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Unsure,Neither agree nor disagree,Do not know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Lack of body movement while at work,Always,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,Sometimes both,NA,NA,NA,Neither agree nor disagree,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Rarely,NA,High Stress,Headache,NA,Backache,Loss of sleep,Feelings of anxiety,NA,NA,NA,NA,NA,Always,4-5 Hours,Neither agree nor disagree,1-2 Hours,NA,Neither agree nor disagree,Don't know / Not sure,Unsure,Strongly disagree,NA,NA,NA,NA,NA,NA,45-60,Male,"$0-$9,999",East South Central,Android Phone / Tablet,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,NA,3,3,NA,1,1,3,4,NA,5000
10789327167,237187931,06/11/2019 12:32:57 AM,06/11/2019 12:38:18 AM,a864b1bd86c455568c9d37cc36,Yes,5000 +,Yes,Agree,Agree,Disagree,Agree,Disagree,Disagree,Does not apply,Disagree,Do not know,Neither agree nor disagree,Agree,Agree,Sometimes,Diet,Rarely,NA,NA,NA,Never,Don't know / Doesn't apply,NA,Neither agree nor disagree,Usually,Disagree,Agree,Agree,Agree,Rarely,Sometimes,High Stress,NA,NA,Backache,NA,Feelings of anxiety,NA,Changes in appetite,Lack of focus,NA,NA,Rarely,5+ Hours,Disagree,0-1 Hour,5 + Hours,Disagree,Yes - I use it too much,Sometimes,Agree,1-3,Male,Graduate degree,1974,0,3,30-44,Male,"$175,000-$199,999",Pacific,iOS Phone / Tablet,4,4,2,4,2,2,2,3,4,4,3,2,3,2,4,4,4,2,3,2,2,3,4,0,3,5,5,187500
10789321754,237187931,06/11/2019 12:26:35 AM,06/11/2019 12:33:47 AM,15d5b55db7dee8b3d8faf64c1a,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Does not apply,Disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Never,Unsure / Do not know,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Usually,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Never,Never,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Never,1-2 Hours,Neither agree nor disagree,0-1 Hour,5 + Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Unsure,Neither agree nor disagree,0,Male,Some college but no degree,1957,24,11,> 60,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet,5,5,1,5,3,1,2,5,5,5,1,1,1,1,5,5,1,1,1,3,3,NA,3,0,2,1,5,87500
10789309580,237187931,06/11/2019 12:13:58 AM,06/11/2019 12:18:40 AM,fb01480c564fbb30d077f577d0,Yes,100 people or less,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Does not apply,Strongly agree,Actively looking,Strongly agree,Strongly agree,Strongly agree,Rarely,Sleep,Rarely,NA,NA,Sometimes both,NA,NA,NA,Disagree,Usually,Disagree,Strongly agree,Strongly agree,Disagree,Sometimes,Sometimes,Little Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Sometimes,1-2 Hours,Neither agree nor disagree,1-2 Hours,5 + Hours,Disagree,"Actually, I need to learn to use it more",Never,Strongly agree,1-3,Male,Graduate degree,1956,43,0,> 60,Male,"$100,000-$124,999",South Atlantic,Windows Desktop / Laptop,5,5,1,5,5,1,5,5,5,5,2,3,2,2,5,5,2,3,3,3,2,1,5,1,1,1,5,112500
10789306924,237187931,06/11/2019 12:11:13 AM,06/11/2019 12:16:13 AM,f6d738559cb5907d59f0c4b9b8,Yes,Don't know,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Both,Disagree,Does not apply,Disagree,Agree,Neither agree nor disagree,Sometimes,Stress,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Agree,Usually,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Always,Always,High Stress,NA,NA,NA,Loss of sleep,Feelings of anxiety,NA,Changes in appetite,Lack of focus,NA,NA,Sometimes,1-2 Hours,Strongly disagree,0-1 Hour,0-1 Hour,Disagree,Don't know / Not sure,Never,Neither agree nor disagree,0,Male,Some college but no degree,1978,NA,6,30-44,Male,"$50,000-$74,999",Mountain,Android Phone / Tablet,3,3,3,3,3,4,2,2,4,3,3,3,4,2,4,3,3,4,4,1,2,1,3,0,3,1,0,62500
10789289649,237187931,06/10/2019 11:52:42 PM,06/10/2019 11:59:08 PM,9e4634a4795ebda711c8f767d5,Yes,5000 +,Yes,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Does not apply,Strongly disagree,Does not apply,Strongly agree,Strongly agree,Strongly agree,Never,NA,Never,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Strongly disagree,Always,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Never,Never,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never,0-1 Hour,Strongly disagree,0-1 Hour,5 + Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Does not apply,Strongly disagree,0,Male,Graduate degree,1990,10,NA,18-29,Male,"$125,000-$149,999",NA,Android Phone / Tablet,5,5,1,5,1,1,1,5,5,5,1,1,1,1,5,5,1,1,1,1,1,NA,1,0,2,0,5,137500
10789284639,237187931,06/10/2019 11:47:26 PM,06/10/2019 11:55:41 PM,6ee8626c894c0aa690eeba53bf,Yes,100-500,Yes,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Disagree,Does not apply,Strongly agree,Considering 6 months or beyond,Strongly disagree,Strongly agree,Agree,Rarely,Lack of breaks,Always,NA,Social media and texting make me feel as if I am disconnected from others around me resulting in a feeling of loneliness.,Sometimes both,NA,NA,NA,Agree,Usually,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Always,Always,Moderate Stress,NA,NA,NA,NA,Feelings of anxiety,NA,NA,NA,NA,NA,Always,5+ Hours,Disagree,2-3 Hours,2-3 Hours,Strongly disagree,No - the amount of time I spend on my smartphone is appropriate,Always,Disagree,12 +,Male,Associate degree,1991,0,1,18-29,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet,3,5,3,4,2,2,5,1,5,4,2,4,4,3,5,5,3,4,4,2,1,4,2,2,2,5,2,37500
10789284470,237187931,06/10/2019 11:47:08 PM,06/10/2019 11:47:29 PM,c2acf4e061b326d1472157f4d9,Yes,100-500,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-44,Male,"$75,000-$99,999",West North Central,Android Phone / Tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87500
10789280396,237187931,06/10/2019 11:42:55 PM,06/10/2019 11:47:19 PM,d84e4ccc31f8ee142f39e68758,Yes,100-500,Yes,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Does not apply,Agree,Actively looking,Agree,Agree,Neither agree nor disagree,Sometimes,Sleep,Sometimes,Social media and texting help me feel more connected and less lonely,NA,NA,NA,NA,NA,Disagree,Usually,Agree,Agree,Agree,Neither agree nor disagree,Sometimes,Sometimes,Moderate Stress,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know / Not sure,Sometimes,0-1 Hour,Disagree,1-2 Hours,1-2 Hours,Disagree,No - the amount of time I spend on my smartphone is appropriate,Sometimes,Agree,1-3,Male,Bachelor degree,1995,0,9,18-29,Male,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet,3,3,4,3,4,3,4,4,4,3,3,3,2,4,4,4,3,3,3,2,2,3,4,1,2,0,1,37500
10789276814,237187931,06/10/2019 11:39:13 PM,06/10/2019 11:39:27 PM,33d025c4d1a182e35f482062cd,No,Don't know,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Male,"$0-$9,999",West South Central,Android Phone / Tablet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000
10789273966,237187931,06/10/2019 11:36:10 PM,06/10/2019 11:41:19 PM,e635cc3216def8160bb9273369,Yes,100-500,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Work Life,Strongly agree,Actively looking,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Lack of exercise,Rarely,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Usually,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Sometimes,Never,Moderate Stress,NA,NA,NA,Loss of sleep,Feelings of anxiety,Stomache Issues,NA,NA,NA,NA,Rarely,1-2 Hours,Neither agree nor disagree,0-1 Hour,2-3 Hours,Neither agree nor disagree,No - the amount of time I spend on my smartphone is appropriate,Unsure,Disagree,3-5,Male,Some college but no degree,1977,11,5,30-44,Male,"$50,000-$74,999",Pacific,iOS Phone / Tablet,3,3,5,2,3,4,5,3,3,3,2,2,2,3,2,2,5,3,1,3,3,NA,2,0,2,1,2,62500
10789268924,237187931,06/10/2019 11:30:40 PM,06/10/2019 11:37:23 PM,e1adce1e25726185c3dd1732ca,Yes,100-500,Yes,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Disagree,Agree,Both,Agree,Actively looking,Neither agree nor disagree,Strongly agree,Strongly agree,Sometimes,Sleep,Sometimes,NA,NA,Sometimes both,NA,NA,NA,Disagree,Usually,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Always,High Stress,NA,NA,Backache,Loss of sleep,Feelings of anxiety,NA,NA,NA,NA,NA,Sometimes,3-4 Hours,Neither agree nor disagree,1-2 Hours,1-2 Hours,Agree,No - the amount of time I spend on my smartphone is appropriate,Unsure,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,2,4,4,3,5,5,3,3,2,2,4,3,3,3,4,3,4,NA,4,1,3,3,1,NA
10789245215,237187931,06/10/2019 11:06:18 PM,06/10/2019 11:08:42 PM,490cf9074c135760317ddc04ef,Yes,100 people or less,Yes,Disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Does not apply,Agree,Do not know,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10789227872,237187931,06/10/2019 10:49:25 PM,06/10/2019 10:59:11 PM,d740f91497efcc421f945cdab7,Yes,1000-5000,Yes,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Does not apply,Neither agree nor disagree,Do not know,Agree,Strongly agree,Agree,Never,Unsure / Do not know,Sometimes,NA,NA,NA,NA,Don't know / Doesn't apply,NA,Disagree,Always,Disagree,Agree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,3,2,3,4,5,4,1,NA,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
